institution,scenario,seed,bills_processed,passage_rate,hung_parliament_behavior
president_parliamentary,fragmented,147,30,0.06666666666666667,cohesive_obstruction
president_parliamentary,fragmented,148,30,0.13333333333333333,cohesive_obstruction
president_parliamentary,fragmented,149,30,0.1,cohesive_obstruction
president_parliamentary,fragmented,150,30,0.13333333333333333,cohesive_obstruction
president_parliamentary,fragmented,151,30,0.13333333333333333,cohesive_obstruction
president_parliamentary,fragmented,152,30,0.06666666666666667,cohesive_obstruction
president_parliamentary,fragmented,153,30,0.06666666666666667,cohesive_obstruction
president_parliamentary,fragmented,154,30,0.06666666666666667,cohesive_obstruction
president_parliamentary,fragmented,155,30,0.2,cohesive_obstruction
president_parliamentary,fragmented,156,30,0.13333333333333333,cohesive_obstruction
president_parliamentary,fragmented,157,30,0.1,cohesive_obstruction
president_parliamentary,fragmented,158,30,0.0,cohesive_obstruction
president_parliamentary,fragmented,159,30,0.0,cohesive_obstruction
president_parliamentary,fragmented,160,30,0.13333333333333333,cohesive_obstruction
president_parliamentary,fragmented,161,30,0.1,cohesive_obstruction
president_parliamentary,fragmented,162,30,0.03333333333333333,cohesive_obstruction
president_parliamentary,fragmented,163,30,0.06666666666666667,cohesive_obstruction
president_parliamentary,fragmented,164,30,0.03333333333333333,cohesive_obstruction
president_parliamentary,fragmented,165,30,0.1,cohesive_obstruction
president_parliamentary,fragmented,166,30,0.13333333333333333,cohesive_obstruction
president_parliamentary,fragmented,167,30,0.1,cohesive_obstruction
president_parliamentary,fragmented,168,30,0.06666666666666667,cohesive_obstruction
president_parliamentary,fragmented,169,30,0.06666666666666667,cohesive_obstruction
president_parliamentary,fragmented,170,30,0.0,cohesive_obstruction
president_parliamentary,fragmented,171,30,0.03333333333333333,cohesive_obstruction
president_parliamentary,fragmented,172,30,0.16666666666666666,cohesive_obstruction
president_parliamentary,fragmented,173,30,0.16666666666666666,cohesive_obstruction
president_parliamentary,fragmented,174,30,0.0,cohesive_obstruction
president_parliamentary,fragmented,175,30,0.0,cohesive_obstruction
president_parliamentary,fragmented,176,30,0.03333333333333333,cohesive_obstruction
president_parliamentary,fragmented,177,30,0.06666666666666667,cohesive_obstruction
president_parliamentary,fragmented,178,30,0.0,cohesive_obstruction
president_parliamentary,fragmented,179,30,0.13333333333333333,cohesive_obstruction
president_parliamentary,fragmented,180,30,0.03333333333333333,cohesive_obstruction
president_parliamentary,fragmented,181,30,0.03333333333333333,cohesive_obstruction
president_parliamentary,fragmented,182,30,0.1,cohesive_obstruction
president_parliamentary,fragmented,183,30,0.0,cohesive_obstruction
president_parliamentary,fragmented,184,30,0.13333333333333333,cohesive_obstruction
president_parliamentary,fragmented,185,30,0.1,cohesive_obstruction
president_parliamentary,fragmented,186,30,0.1,cohesive_obstruction
president_parliamentary,fragmented,187,30,0.13333333333333333,cohesive_obstruction
president_parliamentary,fragmented,188,30,0.06666666666666667,cohesive_obstruction
president_parliamentary,fragmented,189,30,0.1,cohesive_obstruction
president_parliamentary,fragmented,190,30,0.2,cohesive_obstruction
president_parliamentary,fragmented,191,30,0.06666666666666667,cohesive_obstruction
president_parliamentary,fragmented,192,30,0.0,cohesive_obstruction
president_parliamentary,fragmented,193,30,0.03333333333333333,cohesive_obstruction
president_parliamentary,fragmented,194,30,0.06666666666666667,cohesive_obstruction
president_parliamentary,fragmented,195,30,0.1,cohesive_obstruction
president_parliamentary,fragmented,196,30,0.16666666666666666,cohesive_obstruction
president_parliamentary,fragmented,197,30,0.2,cohesive_obstruction
president_parliamentary,fragmented,198,30,0.06666666666666667,cohesive_obstruction
president_parliamentary,fragmented,199,30,0.06666666666666667,cohesive_obstruction
president_parliamentary,fragmented,0,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,1,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,2,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,3,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,4,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,5,30,0.0,personal_vote
president_parliamentary,fragmented,6,30,0.2,personal_vote
president_parliamentary,fragmented,7,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,8,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,9,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,10,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,11,30,0.0,personal_vote
president_parliamentary,fragmented,12,30,0.1,personal_vote
president_parliamentary,fragmented,13,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,14,30,0.1,personal_vote
president_parliamentary,fragmented,15,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,16,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,17,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,18,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,19,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,20,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,21,30,0.0,personal_vote
president_parliamentary,fragmented,22,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,23,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,24,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,25,30,0.1,personal_vote
president_parliamentary,fragmented,26,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,27,30,0.1,personal_vote
president_parliamentary,fragmented,28,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,29,30,0.1,personal_vote
president_parliamentary,fragmented,30,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,31,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,32,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,33,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,34,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,35,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,36,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,37,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,38,30,0.26666666666666666,personal_vote
president_parliamentary,fragmented,39,30,0.1,personal_vote
president_parliamentary,fragmented,40,30,0.1,personal_vote
president_parliamentary,fragmented,41,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,42,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,43,30,0.0,personal_vote
president_parliamentary,fragmented,44,30,0.0,personal_vote
president_parliamentary,fragmented,45,30,0.16666666666666666,personal_vote
president_parliamentary,fragmented,46,30,0.2,personal_vote
president_parliamentary,fragmented,47,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,48,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,49,30,0.1,personal_vote
president_parliamentary,fragmented,50,30,0.1,personal_vote
president_parliamentary,fragmented,51,30,0.1,personal_vote
president_parliamentary,fragmented,52,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,53,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,54,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,55,30,0.2,personal_vote
president_parliamentary,fragmented,56,30,0.1,personal_vote
president_parliamentary,fragmented,57,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,58,30,0.1,personal_vote
president_parliamentary,fragmented,59,30,0.0,personal_vote
president_parliamentary,fragmented,60,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,61,30,0.1,personal_vote
president_parliamentary,fragmented,62,30,0.0,personal_vote
president_parliamentary,fragmented,63,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,64,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,65,30,0.16666666666666666,personal_vote
president_parliamentary,fragmented,66,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,67,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,68,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,69,30,0.1,personal_vote
president_parliamentary,fragmented,70,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,71,30,0.2,personal_vote
president_parliamentary,fragmented,72,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,73,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,74,30,0.0,personal_vote
president_parliamentary,fragmented,75,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,76,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,77,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,78,30,0.26666666666666666,personal_vote
president_parliamentary,fragmented,79,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,80,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,81,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,82,30,0.16666666666666666,personal_vote
president_parliamentary,fragmented,83,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,84,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,85,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,86,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,87,30,0.1,personal_vote
president_parliamentary,fragmented,88,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,89,30,0.16666666666666666,personal_vote
president_parliamentary,fragmented,90,30,0.1,personal_vote
president_parliamentary,fragmented,91,30,0.16666666666666666,personal_vote
president_parliamentary,fragmented,92,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,93,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,94,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,95,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,96,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,97,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,98,30,0.0,personal_vote
president_parliamentary,fragmented,99,30,0.0,personal_vote
president_parliamentary,fragmented,100,30,0.16666666666666666,personal_vote
president_parliamentary,fragmented,101,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,102,30,0.16666666666666666,personal_vote
president_parliamentary,fragmented,103,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,104,30,0.1,personal_vote
president_parliamentary,fragmented,105,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,106,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,107,30,0.16666666666666666,personal_vote
president_parliamentary,fragmented,108,30,0.16666666666666666,personal_vote
president_parliamentary,fragmented,109,30,0.1,personal_vote
president_parliamentary,fragmented,110,30,0.1,personal_vote
president_parliamentary,fragmented,111,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,112,30,0.1,personal_vote
president_parliamentary,fragmented,113,30,0.1,personal_vote
president_parliamentary,fragmented,114,30,0.0,personal_vote
president_parliamentary,fragmented,115,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,116,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,117,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,118,30,0.1,personal_vote
president_parliamentary,fragmented,119,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,120,30,0.1,personal_vote
president_parliamentary,fragmented,121,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,122,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,123,30,0.0,personal_vote
president_parliamentary,fragmented,124,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,125,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,126,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,127,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,128,30,0.1,personal_vote
president_parliamentary,fragmented,129,30,0.1,personal_vote
president_parliamentary,fragmented,130,30,0.2,personal_vote
president_parliamentary,fragmented,131,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,132,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,133,30,0.1,personal_vote
president_parliamentary,fragmented,134,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,135,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,136,30,0.1,personal_vote
president_parliamentary,fragmented,137,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,138,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,139,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,140,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,141,30,0.16666666666666666,personal_vote
president_parliamentary,fragmented,142,30,0.1,personal_vote
president_parliamentary,fragmented,143,30,0.0,personal_vote
president_parliamentary,fragmented,144,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,145,30,0.1,personal_vote
president_parliamentary,fragmented,146,30,0.1,personal_vote
president_parliamentary,fragmented,147,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,148,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,149,30,0.1,personal_vote
president_parliamentary,fragmented,150,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,151,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,152,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,153,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,154,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,155,30,0.2,personal_vote
president_parliamentary,fragmented,156,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,157,30,0.1,personal_vote
president_parliamentary,fragmented,158,30,0.0,personal_vote
president_parliamentary,fragmented,159,30,0.0,personal_vote
president_parliamentary,fragmented,160,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,161,30,0.1,personal_vote
president_parliamentary,fragmented,162,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,163,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,164,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,165,30,0.1,personal_vote
president_parliamentary,fragmented,166,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,167,30,0.1,personal_vote
president_parliamentary,fragmented,168,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,169,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,170,30,0.0,personal_vote
president_parliamentary,fragmented,171,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,172,30,0.16666666666666666,personal_vote
president_parliamentary,fragmented,173,30,0.16666666666666666,personal_vote
president_parliamentary,fragmented,174,30,0.0,personal_vote
president_parliamentary,fragmented,175,30,0.0,personal_vote
president_parliamentary,fragmented,176,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,177,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,178,30,0.0,personal_vote
president_parliamentary,fragmented,179,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,180,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,181,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,182,30,0.1,personal_vote
president_parliamentary,fragmented,183,30,0.0,personal_vote
president_parliamentary,fragmented,184,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,185,30,0.1,personal_vote
president_parliamentary,fragmented,186,30,0.1,personal_vote
president_parliamentary,fragmented,187,30,0.13333333333333333,personal_vote
president_parliamentary,fragmented,188,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,189,30,0.1,personal_vote
president_parliamentary,fragmented,190,30,0.2,personal_vote
president_parliamentary,fragmented,191,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,192,30,0.0,personal_vote
president_parliamentary,fragmented,193,30,0.03333333333333333,personal_vote
president_parliamentary,fragmented,194,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,195,30,0.1,personal_vote
president_parliamentary,fragmented,196,30,0.16666666666666666,personal_vote
president_parliamentary,fragmented,197,30,0.2,personal_vote
president_parliamentary,fragmented,198,30,0.06666666666666667,personal_vote
president_parliamentary,fragmented,199,30,0.06666666666666667,personal_vote
parliamentary,polarized,0,20,0.95,cohesive_obstruction
parliamentary,polarized,1,20,0.9,cohesive_obstruction
parliamentary,polarized,2,20,0.9,cohesive_obstruction
parliamentary,polarized,3,20,0.9,cohesive_obstruction
parliamentary,polarized,4,20,0.9,cohesive_obstruction
parliamentary,polarized,5,20,0.95,cohesive_obstruction
parliamentary,polarized,6,20,0.8,cohesive_obstruction
parliamentary,polarized,7,20,0.9,cohesive_obstruction
parliamentary,polarized,8,20,0.7,cohesive_obstruction
parliamentary,polarized,9,20,0.85,cohesive_obstruction
parliamentary,polarized,10,20,0.95,cohesive_obstruction
parliamentary,polarized,11,20,0.9,cohesive_obstruction
parliamentary,polarized,12,20,1.0,cohesive_obstruction
parliamentary,polarized,13,20,0.9,cohesive_obstruction
parliamentary,polarized,14,20,0.95,cohesive_obstruction
parliamentary,polarized,15,20,0.95,cohesive_obstruction
parliamentary,polarized,16,20,0.9,cohesive_obstruction
parliamentary,polarized,17,20,0.9,cohesive_obstruction
parliamentary,polarized,18,20,0.9,cohesive_obstruction
parliamentary,polarized,19,20,0.9,cohesive_obstruction
parliamentary,polarized,20,20,0.8,cohesive_obstruction
parliamentary,polarized,21,20,0.85,cohesive_obstruction
parliamentary,polarized,22,20,0.9,cohesive_obstruction
parliamentary,polarized,23,20,0.85,cohesive_obstruction
parliamentary,polarized,24,20,0.9,cohesive_obstruction
parliamentary,polarized,25,20,0.85,cohesive_obstruction
parliamentary,polarized,26,20,0.95,cohesive_obstruction
parliamentary,polarized,27,20,1.0,cohesive_obstruction
parliamentary,polarized,28,20,1.0,cohesive_obstruction
parliamentary,polarized,29,20,0.95,cohesive_obstruction
parliamentary,polarized,30,20,0.85,cohesive_obstruction
parliamentary,polarized,31,20,0.9,cohesive_obstruction
parliamentary,polarized,32,20,0.85,cohesive_obstruction
parliamentary,polarized,33,20,0.95,cohesive_obstruction
parliamentary,polarized,34,20,0.85,cohesive_obstruction
parliamentary,polarized,35,20,0.9,cohesive_obstruction
parliamentary,polarized,36,20,0.8,cohesive_obstruction
parliamentary,polarized,37,20,0.95,cohesive_obstruction
parliamentary,polarized,38,20,0.85,cohesive_obstruction
parliamentary,polarized,39,20,0.8,cohesive_obstruction
parliamentary,polarized,40,20,0.9,cohesive_obstruction
parliamentary,polarized,41,20,0.9,cohesive_obstruction
parliamentary,polarized,42,20,0.9,cohesive_obstruction
parliamentary,polarized,43,20,0.85,cohesive_obstruction
parliamentary,polarized,44,20,0.9,cohesive_obstruction
parliamentary,polarized,45,20,0.95,cohesive_obstruction
parliamentary,polarized,46,20,1.0,cohesive_obstruction
parliamentary,polarized,47,20,0.9,cohesive_obstruction
parliamentary,polarized,48,20,0.95,cohesive_obstruction
parliamentary,polarized,49,20,0.9,cohesive_obstruction
parliamentary,polarized,50,20,0.8,cohesive_obstruction
parliamentary,polarized,51,20,1.0,cohesive_obstruction
parliamentary,polarized,52,20,0.95,cohesive_obstruction
parliamentary,polarized,53,20,0.75,cohesive_obstruction
parliamentary,polarized,54,20,0.9,cohesive_obstruction
parliamentary,polarized,55,20,0.95,cohesive_obstruction
parliamentary,polarized,56,20,0.9,cohesive_obstruction
parliamentary,polarized,57,20,0.85,cohesive_obstruction
parliamentary,polarized,58,20,0.8,cohesive_obstruction
parliamentary,polarized,59,20,0.8,cohesive_obstruction
parliamentary,polarized,60,20,0.8,cohesive_obstruction
parliamentary,polarized,61,20,0.9,cohesive_obstruction
parliamentary,polarized,62,20,0.9,cohesive_obstruction
parliamentary,polarized,63,20,0.95,cohesive_obstruction
parliamentary,polarized,64,20,0.95,cohesive_obstruction
parliamentary,polarized,65,20,0.85,cohesive_obstruction
parliamentary,polarized,66,20,0.95,cohesive_obstruction
parliamentary,polarized,67,20,0.9,cohesive_obstruction
parliamentary,polarized,68,20,0.85,cohesive_obstruction
parliamentary,polarized,69,20,0.85,cohesive_obstruction
parliamentary,polarized,70,20,0.8,cohesive_obstruction
parliamentary,polarized,71,20,0.9,cohesive_obstruction
parliamentary,polarized,72,20,0.95,cohesive_obstruction
parliamentary,polarized,73,20,1.0,cohesive_obstruction
parliamentary,polarized,74,20,0.9,cohesive_obstruction
parliamentary,polarized,75,20,0.9,cohesive_obstruction
parliamentary,polarized,76,20,0.95,cohesive_obstruction
parliamentary,polarized,77,20,0.9,cohesive_obstruction
parliamentary,polarized,78,20,0.9,cohesive_obstruction
parliamentary,polarized,79,20,0.8,cohesive_obstruction
parliamentary,polarized,80,20,0.9,cohesive_obstruction
parliamentary,polarized,81,20,0.9,cohesive_obstruction
parliamentary,polarized,82,20,0.8,cohesive_obstruction
parliamentary,polarized,83,20,0.8,cohesive_obstruction
parliamentary,polarized,84,20,0.85,cohesive_obstruction
parliamentary,polarized,85,20,0.8,cohesive_obstruction
parliamentary,polarized,86,20,0.9,cohesive_obstruction
parliamentary,polarized,87,20,0.85,cohesive_obstruction
parliamentary,polarized,88,20,0.8,cohesive_obstruction
parliamentary,polarized,89,20,0.95,cohesive_obstruction
parliamentary,polarized,90,20,0.75,cohesive_obstruction
parliamentary,polarized,91,20,0.8,cohesive_obstruction
parliamentary,polarized,92,20,0.85,cohesive_obstruction
parliamentary,polarized,93,20,0.85,cohesive_obstruction
parliamentary,polarized,94,20,0.8,cohesive_obstruction
parliamentary,polarized,95,20,0.75,cohesive_obstruction
parliamentary,polarized,96,20,0.85,cohesive_obstruction
parliamentary,polarized,97,20,0.95,cohesive_obstruction
parliamentary,polarized,98,20,0.8,cohesive_obstruction
parliamentary,polarized,99,20,0.9,cohesive_obstruction
parliamentary,polarized,100,20,0.95,cohesive_obstruction
parliamentary,polarized,101,20,0.9,cohesive_obstruction
parliamentary,polarized,102,20,0.7,cohesive_obstruction
parliamentary,polarized,103,20,0.85,cohesive_obstruction
parliamentary,polarized,104,20,1.0,cohesive_obstruction
parliamentary,polarized,105,20,0.95,cohesive_obstruction
parliamentary,polarized,106,20,0.95,cohesive_obstruction
parliamentary,polarized,107,20,0.8,cohesive_obstruction
parliamentary,polarized,108,20,0.8,cohesive_obstruction
parliamentary,polarized,109,20,0.8,cohesive_obstruction
parliamentary,polarized,110,20,0.9,cohesive_obstruction
parliamentary,polarized,111,20,0.9,cohesive_obstruction
parliamentary,polarized,112,20,0.7,cohesive_obstruction
parliamentary,polarized,113,20,0.9,cohesive_obstruction
parliamentary,polarized,114,20,0.75,cohesive_obstruction
parliamentary,polarized,115,20,0.9,cohesive_obstruction
parliamentary,polarized,116,20,0.9,cohesive_obstruction
parliamentary,polarized,117,20,0.85,cohesive_obstruction
parliamentary,polarized,118,20,0.85,cohesive_obstruction
parliamentary,polarized,119,20,0.95,cohesive_obstruction
parliamentary,polarized,120,20,0.9,cohesive_obstruction
parliamentary,polarized,121,20,0.85,cohesive_obstruction
parliamentary,polarized,122,20,1.0,cohesive_obstruction
parliamentary,polarized,123,20,0.95,cohesive_obstruction
parliamentary,polarized,124,20,0.85,cohesive_obstruction
parliamentary,polarized,125,20,0.95,cohesive_obstruction
parliamentary,polarized,126,20,0.85,cohesive_obstruction
parliamentary,polarized,127,20,0.95,cohesive_obstruction
parliamentary,polarized,128,20,0.75,cohesive_obstruction
parliamentary,polarized,129,20,0.85,cohesive_obstruction
parliamentary,polarized,130,20,0.85,cohesive_obstruction
parliamentary,polarized,131,20,0.85,cohesive_obstruction
parliamentary,polarized,132,20,0.9,cohesive_obstruction
parliamentary,polarized,133,20,0.85,cohesive_obstruction
parliamentary,polarized,134,20,0.95,cohesive_obstruction
parliamentary,polarized,135,20,0.8,cohesive_obstruction
parliamentary,polarized,136,20,0.95,cohesive_obstruction
parliamentary,polarized,137,20,1.0,cohesive_obstruction
parliamentary,polarized,138,20,0.95,cohesive_obstruction
parliamentary,polarized,139,20,0.9,cohesive_obstruction
parliamentary,polarized,140,20,0.95,cohesive_obstruction
parliamentary,polarized,141,20,0.85,cohesive_obstruction
parliamentary,polarized,142,20,0.9,cohesive_obstruction
parliamentary,polarized,143,20,0.8,cohesive_obstruction
parliamentary,polarized,144,20,0.7,cohesive_obstruction
parliamentary,polarized,145,20,0.9,cohesive_obstruction
parliamentary,polarized,146,20,0.85,cohesive_obstruction
parliamentary,polarized,147,20,0.95,cohesive_obstruction
parliamentary,polarized,148,20,0.95,cohesive_obstruction
parliamentary,polarized,149,20,0.8,cohesive_obstruction
parliamentary,polarized,150,20,1.0,cohesive_obstruction
parliamentary,polarized,151,20,0.75,cohesive_obstruction
parliamentary,polarized,152,20,0.7,cohesive_obstruction
parliamentary,polarized,153,20,0.95,cohesive_obstruction
parliamentary,polarized,154,20,0.9,cohesive_obstruction
parliamentary,polarized,155,20,0.95,cohesive_obstruction
parliamentary,polarized,156,20,0.9,cohesive_obstruction
parliamentary,polarized,157,20,0.85,cohesive_obstruction
parliamentary,polarized,158,20,0.9,cohesive_obstruction
parliamentary,polarized,159,20,0.85,cohesive_obstruction
parliamentary,polarized,160,20,0.8,cohesive_obstruction
parliamentary,polarized,161,20,0.9,cohesive_obstruction
parliamentary,polarized,162,20,0.95,cohesive_obstruction
parliamentary,polarized,163,20,0.95,cohesive_obstruction
parliamentary,polarized,164,20,0.85,cohesive_obstruction
parliamentary,polarized,165,20,1.0,cohesive_obstruction
parliamentary,polarized,166,20,0.85,cohesive_obstruction
parliamentary,polarized,167,20,0.85,cohesive_obstruction
parliamentary,polarized,168,20,0.85,cohesive_obstruction
parliamentary,polarized,169,20,0.95,cohesive_obstruction
parliamentary,polarized,170,20,0.9,cohesive_obstruction
parliamentary,polarized,171,20,0.95,cohesive_obstruction
parliamentary,polarized,172,20,0.9,cohesive_obstruction
parliamentary,polarized,173,20,0.85,cohesive_obstruction
parliamentary,polarized,174,20,0.9,cohesive_obstruction
parliamentary,polarized,175,20,0.8,cohesive_obstruction
parliamentary,polarized,176,20,0.95,cohesive_obstruction
parliamentary,polarized,177,20,0.75,cohesive_obstruction
parliamentary,polarized,178,20,0.95,cohesive_obstruction
parliamentary,polarized,179,20,0.95,cohesive_obstruction
parliamentary,polarized,180,20,0.9,cohesive_obstruction
parliamentary,polarized,181,20,0.9,cohesive_obstruction
parliamentary,polarized,182,20,0.8,cohesive_obstruction
parliamentary,polarized,183,20,0.8,cohesive_obstruction
parliamentary,polarized,184,20,0.7,cohesive_obstruction
parliamentary,polarized,185,20,0.85,cohesive_obstruction
parliamentary,polarized,186,20,0.85,cohesive_obstruction
parliamentary,polarized,187,20,0.95,cohesive_obstruction
parliamentary,polarized,188,20,0.8,cohesive_obstruction
parliamentary,polarized,189,20,0.95,cohesive_obstruction
parliamentary,polarized,190,20,0.8,cohesive_obstruction
parliamentary,polarized,191,20,0.9,cohesive_obstruction
parliamentary,polarized,192,20,0.95,cohesive_obstruction
parliamentary,polarized,193,20,0.85,cohesive_obstruction
parliamentary,polarized,194,20,0.85,cohesive_obstruction
parliamentary,polarized,195,20,0.9,cohesive_obstruction
parliamentary,polarized,196,20,0.95,cohesive_obstruction
parliamentary,polarized,197,20,0.9,cohesive_obstruction
parliamentary,polarized,198,20,0.9,cohesive_obstruction
parliamentary,polarized,199,20,0.75,cohesive_obstruction
parliamentary,polarized,0,20,0.95,personal_vote
parliamentary,polarized,1,20,0.9,personal_vote
parliamentary,polarized,2,20,0.9,personal_vote
parliamentary,polarized,3,20,0.9,personal_vote
parliamentary,polarized,4,20,0.9,personal_vote
parliamentary,polarized,5,20,0.95,personal_vote
parliamentary,polarized,6,20,0.8,personal_vote
parliamentary,polarized,7,20,0.9,personal_vote
parliamentary,polarized,8,20,0.7,personal_vote
parliamentary,polarized,9,20,0.85,personal_vote
parliamentary,polarized,10,20,0.95,personal_vote
parliamentary,polarized,11,20,0.9,personal_vote
parliamentary,polarized,12,20,1.0,personal_vote
parliamentary,polarized,13,20,0.9,personal_vote
parliamentary,polarized,14,20,0.95,personal_vote
parliamentary,polarized,15,20,0.95,personal_vote
parliamentary,polarized,16,20,0.9,personal_vote
parliamentary,polarized,17,20,0.9,personal_vote
parliamentary,polarized,18,20,0.9,personal_vote
parliamentary,polarized,19,20,0.9,personal_vote
parliamentary,polarized,20,20,0.8,personal_vote
