scope,metric,violation_prevalence,expected_gate_minus_broad
pooled_models,constraint_followed,0.59,0.021614583333333333
pooled_models,constraint_followed,0.6,0.020833333333333336
pooled_models,constraint_followed,0.61,0.02005208333333333
pooled_models,constraint_followed,0.62,0.01927083333333333
pooled_models,constraint_followed,0.63,0.018489583333333334
pooled_models,constraint_followed,0.64,0.017708333333333333
pooled_models,constraint_followed,0.65,0.01692708333333333
pooled_models,constraint_followed,0.66,0.01614583333333333
pooled_models,constraint_followed,0.67,0.015364583333333329
pooled_models,constraint_followed,0.68,0.014583333333333327
pooled_models,constraint_followed,0.6900000000000001,0.01380208333333333
pooled_models,constraint_followed,0.7000000000000001,0.013020833333333327
pooled_models,constraint_followed,0.71,0.012239583333333337
pooled_models,constraint_followed,0.72,0.011458333333333334
pooled_models,constraint_followed,0.73,0.010677083333333334
pooled_models,constraint_followed,0.74,0.009895833333333335
pooled_models,constraint_followed,0.75,0.009114583333333332
pooled_models,constraint_followed,0.76,0.008333333333333331
pooled_models,constraint_followed,0.77,0.007552083333333331
pooled_models,constraint_followed,0.78,0.00677083333333333
pooled_models,constraint_followed,0.79,0.005989583333333331
pooled_models,constraint_followed,0.8,0.005208333333333329
pooled_models,constraint_followed,0.81,0.004427083333333328
pooled_models,constraint_followed,0.8200000000000001,0.003645833333333329
pooled_models,constraint_followed,0.8300000000000001,0.0028645833333333284
pooled_models,constraint_followed,0.84,0.0020833333333333363
pooled_models,constraint_followed,0.85,0.001302083333333334
pooled_models,constraint_followed,0.86,0.000520833333333335
pooled_models,constraint_followed,0.87,-0.00026041666666666574
pooled_models,constraint_followed,0.88,-0.0010416666666666682
pooled_models,constraint_followed,0.89,-0.0018229166666666671
pooled_models,constraint_followed,0.9,-0.0026041666666666687
pooled_models,constraint_followed,0.91,-0.0033854166666666694
pooled_models,constraint_followed,0.92,-0.004166666666666669
pooled_models,constraint_followed,0.93,-0.00494791666666667
pooled_models,constraint_followed,0.9400000000000001,-0.0057291666666666715
pooled_models,constraint_followed,0.9500000000000001,-0.006510416666666671
pooled_models,constraint_followed,0.96,-0.007291666666666663
pooled_models,constraint_followed,0.97,-0.008072916666666664
pooled_models,constraint_followed,0.98,-0.008854166666666665
pooled_models,constraint_followed,0.99,-0.009635416666666665
pooled_models,constraint_followed,1.0,-0.010416666666666666
